screenName,followersCount,verified,friendsCount
romaivana,246,0,349
sanrohe_13,1207,0,969
SuperKlonchas,376,0,775
JarumiEstevez,62,0,346
sergio_julian_r,158,0,188
crowblack84,10,0,47
EmeDeMons,372,0,476
Alfa_Asesores,37,0,63
manuel_star1,213,0,550
janheran,160,0,423
78Sands6,79,0,228
MaricarmenLB,63,0,138
srita_axolotl,172,0,507
About_Di,96329,0,348
J_Anndreeaa,169,0,128
MaluMix901,2941,0,93
CUSGuadalajara,743,0,150
RamosTibet,883,0,2001
clauvalenz,302,0,549
ClanCantu,221,0,63
sofi2712,252,0,364
DatosPatyCantu,3638,0,135
cemdlmpc_gdl,1614,0,232
Vorito,141,0,176
LettyQuin,29,0,58
JoaqunHernndez9,6,0,71
helengava,79,0,182
escajos,1584,0,1995
_amadeuz13,2,0,15
bernyboypc,242,0,285
quinlour,226,0,222
Beatlesther,576,0,810
ftovar176,114,0,1297
valentinarmc,297,0,399
NormaVillagmez,26,0,66
FridaaaL,502,0,663
TereRguezRico,381,0,1065
hugodzone,28,0,116
AdryMichel,276,0,617
EliasRamses,9,0,25
eduardor_n,53,0,390
djdannyjimenez,215,0,168
IkerAbraham,5,0,22
caarosaanchez,304,0,242
PhotoClau,250,0,141
Karlos_robles,673,0,1334
yolyssa,262,0,409
SamanthaVeera,477,0,357
pacorrocesc,131,0,129
Lupita_g1212,122,0,106
dentalzoneleon,60,0,108
antonw49,458,0,886
juanmapregunta,3797,0,626
GrupoInterbits,114,0,765
saramh1234,6,0,70
CHIGUS82,48,0,80
TraficoPachuca,3401,0,57
Isahitama,151,0,261
rghermosillo,1913,0,341
21Elvi,105,0,155
Isab_mty,108,0,216
givette_chavez,1250,0,1161
Natalia_Zo,154,0,251
bennywloda,257,0,245
jorgebuja,136,0,120
turnlouis,3590,0,3275
aylinfs,613,0,310
jdanielagarcia,91,0,971
pino1611,28,0,23
algoros,738,0,2002
yessicasalto,107,0,706
jccano3,12,0,40
elcalibreeeeeee,2,0,32
leamx28,432,0,1323
33_jihee,106,0,272
isaias_olivares,49,0,181
danyxomor,192,0,618
AngieNavarroMX,2186,0,1621
yurixia,64,0,120
NataliaSnchzTay,61,0,27
LGG53,8,0,21
brendaeg,158,0,208
mlbrisa,79,0,262
gbelm92,1,0,41
marru1966,54,0,194
A_Karidps,140,0,204
annasantos1012,580,0,1178
Pinnydoris,74,0,55
Fonart_mx,5420,0,779
badillobecky,126,0,764
kevin_green07,121,0,178
isaias1175,463,0,218
maggiecool,486,0,600
MonicaMijangos,437,0,353
Le_petite_ale,160,0,390
GusMenFox,173856,0,59
berebelmont,18,0,186
MerLuis,170,0,426
veganmty,692,0,902
LaNena_Meow,66,0,146
to_valo,74,0,159
blutgirl,2655,0,2320
MtyAntitaurino,1576,0,950
EXAMERIDA,25501,0,5960
ilban_letty,577,0,1274
LaMejor_Merida,1725,0,1426
SweettVictor11,133,0,251
ch_anguiano,128,0,348
german911,123,0,834
Vet_4patas,293,0,133
yvisan74,9,0,63
espejel_rojas,8,0,8
FabbMX,235,0,764
titere_fue,548,0,477
JBProyecta,9,0,62
servgush3569,2,0,62
gabrielenamor,1534,0,665
MARLENERCP,58,0,101
scisla,464,0,304
undertaker_jr,29,0,227
teresa_namaste,29343,0,5837
GabyCaslop,332,0,275
AbarcaAnabel,1269,0,714
JBLegarreta,953,0,1915
ElPersonalmex,590,0,130
asiul0915,0,0,11
carmengomezrui1,11,0,105
saraeulg,108,0,197
psicologia21,63370,0,43120
FlorPineapple,10,0,26
lageotorres,505,0,1137
j_cabruja,1053,0,1841
laumartg,12,0,58
AnyUpn,211,0,592
padrino1622,13,0,49
fe_trueba,76,0,208
Jerofdz,582,0,511
sandrixglrojas,32,0,120
ItsHeyCano,160,0,87
leovidalarnaud,33,0,95
Neto074,12,0,76
justmarielli,20,0,131
conejogenius,20,0,68
holaaalooo,28,0,262
jgama64,4,0,25
JLuisMedinaV,120,0,317
ChetosMorales,6,0,69
gomez_mire,33,0,205
angellorh,36,0,206
yazzinha,34,0,418
lalocastro10,134,0,109
ivanbazan,1108,0,1320
SheepMike,9,0,89
magdalena_gordo,118,0,311
cocohuis,56,0,284
leosamy_84,4,0,72
AlinGoche,886,0,1228
marycar77,39,0,398
chuyinr17,70,0,306
veroenamor,1652,0,1989
Pipelu04,1009,0,761
GEA_GEA,571,0,312
nava2099,2,0,16
szanyue,54,0,123
TraumaTekila,554,0,493
cruzrojamochis,612,0,1044
JaramilloMini,22,0,61
Egresados_CIDE,1277,0,632
ferruco_mx,668,0,1812
shelmanz,25,0,321
NazaRedRadio,310,0,921
laloexa_,212,0,79
robertorosete,162,0,820
rios_reyna,63,0,264
Hilda_GDL,342,0,174
aguilvega,9,0,45
lizbethloOpez,4,0,22
mesaconcorazon,3259,0,693
nicolino10541,3,0,23
PolloCervantes,13904,0,342
MoralesJAlberto,18,0,76
Alexagarzac,55,0,236
ChioSam,45,0,92
AgniGarcia95,281,0,311
JAP_DF,3098,0,1623
ponchouruguay,74,0,257
lady_mex,295,0,330
801102,242,0,882
Gecanco,22,0,8
CitizenKane2015,182,0,649
jessicapasitasr,815,0,1154
shawkap7,79,0,550
chato_jc,663,0,222
Rosariormz,28,0,50
uriel03salas,1,0,3
nancyliveh,7,0,110
megggonzalez,6,0,13
PresuntoC,31890,0,797
GracyPeople,2,0,29
vodvod01,10,0,17
loshijosdesu69,13,0,214
AngieJF01,59,0,132
yolandandrade,494317,0,812
salbicker,160,0,371
Doynyc,42,0,201
Monik_612,6,0,27
CEPSEQROO,84,0,159
BiaCouto15,100,0,318
pelandrufo68,361,0,431
DianaToOr,176,0,131
Arojasc1,22,0,115
RebecaBieberx3,4925,0,1939
rogerformoso,584,0,1978
victoralonso75,81,0,438
EduOsorio7,188,0,287
UC_hemisferica,49,0,122
omarca2010,45,0,204
diana_chavarin,93,0,378
lettyparamo,171,0,530
iskavila,126,0,263
roxggom,103,0,239
Mromero1234567,62,0,135
gabrieldean,66,0,320
v_mora,95,0,214
AL1126,687,0,393
underman00,20,0,66
virisfresitas,497,0,261
Pucky17,166,0,216
bernice_ca,6,0,47
ecalixto,56355,0,228
stephaniehrj,15,0,24
Raquel_Pastel,2064,0,2109
thegrumpuss,61,0,138
manueljsanchez,489,0,370
LaSobremesaNR,78,0,83
Rica9898,113,0,109
cade129101,72,0,179
VictorVSant,669,0,363
NenaGutierrez2,217,0,296
ovandogema,5,0,39
Anali2091,96,0,617
Jimenamvs,231,0,290
BernardoMZetina,48,0,54
saberlegion,329,0,621
santamarialabs,91,0,223
CristPantooja,240,0,238
LasBennyFans,488,0,726
marzovia,226,0,331
angelroa4,61,0,410
PECHE_14,176,0,175
CIEmochis,2025,0,549
vs013479,2,0,3
LaRevueltaMx,1933,0,1581
Sara_06,73,0,177
Vmartinz71,72,0,78
rosalvajimenez,92,0,319
orozcogomezfra1,2,0,33
danylainuz,61,0,267
andres7305,10,0,19
HCARLOS1,183,0,173
YissSsi,18,0,87
PrincesasMartin,39,0,44
Ross1812,9,0,2
claravalles,88,0,123
hdenwars,35,0,151
rebe_glez,179,0,163
drdavidmendez75,37,0,230
bebmo5,288,0,1421
moraymaj3,5,0,2
lscjuliomeza,37,0,256
bennyibarra,921481,1,947
lilo_a380,129,0,251
lapapafuriosa,152,0,224
Coeur_BandeBleu,402,0,1624
navigol,131,0,314
jessgarces,88,0,128
marcoesoejo29,20,0,53
myfson2,4,0,14
Cesar_Jedi,56,0,109
EidrianHerdzA,3683,0,2812
tonioornelas,120,0,321
osanchez11,6917,0,1535
PedroAlzazar,3262,0,3184
Takie32,215,0,1043
chachos1978,3,0,19
blueocean5454,2198,0,1145
NicolasRomay,19587,0,1612
C_Torres01,26,0,154
Mandy_D_Nkl,216,0,751
rocioxy,60,0,163
556Flaquita,5,0,27
Covs29,182,0,260
tainiwin666,128,0,450
pepechiva,145,0,487
Abuelo_Campeche,3226,0,3051
BERRACO21,1236,0,1762
chitopony06,133,0,351
OE_MEXICO,1956,0,1745
jclr2073,708,0,2002
Anthoan,18,0,58
Judith14_,4084,0,3971
Beatrizle,231,0,161
ortiz_chevo,569,0,2001
AgenciaInfomed,596,0,1999
ferleonv,185,0,250
Aitor_Cardoneof,10,0,262
Cepcovi,134,0,46
BlancaCiganda,89,0,89
estacpoole,937,0,911
JOSEFAORTIZ3,39,0,308
a_zamorag,492,0,1051
Remyprins,1287,0,1530
Juampichabal,420,0,172
ex_tranjero,134,0,384
mac_ga33,29,0,53
crishquintana,668,0,732
Alexenamor,156,0,24
ladelarosapy,26,0,26
Cheque_1977,4,0,57
miguelsalazarg,401,0,669
LauOrdal,27,0,143
aleserrano,2334,0,2360
AdrianaMariaE,324,0,494
camachitoraul,1025,0,1244
oarzater66,7,0,43
lourdescont,267,0,296
AoiHagane,285,0,1067
alfmelgoza,128,0,142
anonymouspadill,29,0,95
sambosambito,620,0,1992
vikhbv,15,0,98
Aluzandoo,22,0,44
jessymarvar7,62,0,185
gabrielavaldesv,19,0,118
Nadiamaxima,7393,0,776
Mir_Amerik,951,0,828
apfpreciado,14,0,92
MontseP16,7,0,81
fgc76,158,0,95
ChayFanCancun,745,0,1075
MoreZaya,278,0,290
enriar63,39,0,153
isarhe,470,0,1401
Zab_lamas,278,0,224
tacosdcarnitas,225,0,757
jessical_93,207,0,305
jorgesalvadorem,1,0,11
krlosalonso,940,0,706
jambriz72,19,0,103
alemartinez988,659,0,388
dal_astudillo,66,0,86
ROBOTINA1,1489,0,1000
MariluTorrano,407,0,377
apocarat,31,0,260
Campeche_Diario,3589,0,3386
yuyuboni,64,0,140
Dann09_dg,45,0,219
Merchezulita,18,0,93
verohga,35,0,228
UlrichRichterM,2964,0,2324
LAMCH_,5295,0,318
JesusOrtegaRui2,1002,0,1168
fernoriega11,1110,0,827
karizzjim283,5,0,38
aryvet,16,0,73
sansdelafu,2544,0,982
CampecheDiario,4735,0,4478
enrique451970,10,0,50
d_arzola,457,0,388
Fer_pradov,17,0,41
val22morales,138,0,264
jose_delrazo,263,0,599
Guadalu201,28,0,395
adriana_laguera,149,0,148
74gmartinezg,234,0,326
dmbp94,39,0,31
sof_villaloz,294,0,228
elizabethcerlo1,98,0,458
jiimrdguez,251,0,268
VerneDynamite,277,0,743
Kali_kala,184,0,434
maiieochoa,119,0,290
VicaMacca,285,0,414
enriquemaroto,632,0,584
juancarlos_164,1,0,11
gagagi68,22,0,245
mercedes_cd,3454,0,50
fabianisrael82,15,0,118
blascm,508,0,178
ChuSrno,82,0,105
chachachato,1233,0,1686
lumytrinitti,250,0,207
Bri_Clarke,38,0,133
CorrePapa,62,0,68
dannycrway,362,0,220
Lessmx,2143,0,465
Fierrohechos,2103,0,1496
zagalilla,199,0,187
Letty_Proed,80,0,173
iturriagavalien,0,0,20
ulimurguia,24482,0,173
Demianrmz,258,0,227
binizza,253,0,490
miguel_popular,84,0,447
Lizbeth_CP,192,0,181
oliborgu,374,0,152
omarbayardi,567,0,424
Abrosnan7,24,0,30
mcard10,99,0,157
ecarmen80,2,0,15
PaoMaldonado_13,10,0,48
roberto_medina8,195,0,615
erikaespinosa55,180,0,383
pamtamez,66,0,78
OMarlasca,84,0,134
shkitaofe,114,0,201
carlosRN98,190,0,868
rialonso,1871,0,942
josecerzel,61,0,144
SistemaUNIVA,3656,0,1491
PaulAstric29,4,0,47
raque_vf,277,0,152
K3nm3,13,0,42
SantiagoSP98,12,0,40
majoleyva,211,0,226
Mymavelasc,87,0,102
DavidVelazqR,1126,0,1992
SirOrt,41,0,62
gojibeat,51,0,425
georgejava2,110,0,373
hermes_ramirez,265,0,40
LACADEMIPATRICE,85,0,340
edoasz,435,0,1053
tasomoza,346,0,295
belith02,479,0,1366
jantoniocedenos,2,0,23
tecdeportes,688,0,119
gab_guzman,299,0,349
Fer_Urban,51,0,110
laurafg09,17,0,69
ademir_bardanca,100,0,226
AjhrS13,7,0,57
a53244932a09473,1,0,13
Oscar_bin,1,0,40
EstrelliJessica,179,0,45
drahomeopata,599,0,1753
IsaacYanez32,46,0,201
edgarpasillas,46,0,36
medicen_Lori,55,0,101
mitzC_,188,0,43
tan_hg,1301,0,1137
angelvenancio77,1,0,22
ElenaContreras2,44,0,31
Enriquebunny,303,0,368
chica_tana,9,0,78
Alerta_Ecatepec,11795,0,834
miguemtzave,166,0,255
Ing_madero,454,0,1822
BelinaCastaneda,80,0,140
alex_aguila78,48,0,228
angelallt,427,0,286
DonarVida,4881,0,3116
RadioUnBuenDia,89,0,153
Danny_Hdz14,392,0,349
isabelfdzc,212,0,283
isabel87ph,19,0,43
anamarfi,310,0,888
mirandagcarlos,95,0,474
ByMariam,389,0,269
juanparosas98,177,0,156
mariana_eDP,33,0,71
princesspollito,138,0,132
DazSalgado,13,0,143
jhon_ttsmora,23,0,125
ale_eagle,33,0,94
rsnunez,2719,0,2885
MendozaJCast,12,0,17
cruzroja_atlaco,1286,0,895
ERoqueH,196,0,210
GinaG_Telmex,949,0,434
Gente29,3,0,36
z_jadiazz6,208,0,1988
bexsilva,326,0,798
jimesoria,1256,0,2001
beatrizyolanda,17,0,221
hd4everfan,914,0,1095
KARLAMAFALDA,13898,0,1738
ferpuyol666,122,0,124
paoyjus,22,0,60
rakebenji,193,0,475
IllianeC,182,0,413
paolabeva,110,0,133
LauraFBermudez,1458,0,1869
IGAVIM,86,0,47
nayrajaime,181,0,199
Diario_Campeche,10283,0,8965
alfmsn,4,0,46
pamizG,206,0,187
AmyLCamacho,12256,0,1806
karliuxp,485,0,752
albano_ruiz,30,0,53
maituita,485,0,298
daniibojaliil,101,0,167
ObservatorioTMA,97,0,97
SoyCoparmex,4032,0,3626
serpacheco33,102,0,148
MatKoala,12,0,96
MariaAmpudiaG_,2753,0,1399
lasaguis,1209,0,918
starKgimnasia,62,0,126
mercedesRDZN,26,0,59
joamg7,97,0,153
Patilukas,217,0,583
DanielaCh_,248,0,617
CHESTERHS,103,0,695
alemania710597,3,0,14
Pablo_RamirezA,820,0,1882
NutricionActiva,123059,0,1793
oliisanchezz,249,0,702
OtsGee,412,0,339
asesorianut_ans,18,0,30
hugoMbernal,962,0,644
ValenciaRichie,33,0,169
NeedYouJaime,4652,0,2576
palpopero,120,0,252
PueSegProact,106,0,532
ConcepcionACP,1269,0,1989
nallelyGpee,2311,0,1937
Valeria_18GRmz,733,0,537
PenelopeCHG,230,0,667
morrisonortega,532,0,1999
OmarEspinosa8,29,0,140
Martelitalinda,224,0,438
marianin7,427,0,722
huichol19,1070,0,861
Pre_Alert,612,0,772
cecy_cyg,419,0,474
drgironmd,53,0,116
dianCeci,401,0,425
aguilar_vico,1221,0,1574
dora_sanch,3,0,24
IvanTerrazasmx,17,0,151
PFranciscoUNIVA,1375,0,349
marelviamar,76,0,107
AliciaNuPL,936,0,653
gabriiela_9,777,0,287
AnaRVera,166,0,150
eduardocruzva,827,0,739
roberthewitt2,36,0,107
versushi,353,0,785
tono7u2,36,0,186
wongcla,116,0,229
javierjimenez70,870,0,1587
fundacion_BECAR,129,0,489
lucmariine,341,0,346
renatits,313,0,372
Cipactli77,350,0,712
KalmaE,65,0,344
clagroto,27,0,92
lterane,8,0,115
drmarbello7725,14,0,98
danobarrientos,2,0,15
dg_mariana,156,0,793
TRV280,110,0,218
elcapipeligro,21339,0,1311
adrianobalbuena,59,0,94
AlexBarbosaP,927,0,1867
JafetMGallardo,4359,0,2052
yorecomiendodf,57,0,136
DISTMONTES,48,0,92
OmbiLau,117,0,146
valandyjavi,2,0,28
locuasina,102,0,225
bellescusa,191,0,297
claudiodra,8,0,56
BetsTorresV,93,0,109
ar_sylvia,34,0,86
yaanero,20,0,37
adal1940,61,0,131
GolRaziel,36,0,148
danycardona_,213,0,199
AidaMosqueda,85,0,366
patymo67,626,0,885
OFE_RS,282,0,453
LupitaaEspeejoo,3111,0,1408
VERZACEVUITTON,135,0,323
Rulo1221,81,0,149
mariamalvarez03,6,0,11
CaroVillalobosB,160,0,156
NotiApoyoVial,1308,0,20
martinjlopez,78,0,466
LALOCASTILLOA,70,0,548
jaimetrejof1,14,0,35
SeguirBEST,960,0,1993
Prof_Gavilan,2,0,13
gioneyra,50,0,762
MongasG,84,0,125
skamic164,167,0,609
marilyn_cantini,2041,0,1871
Consultor_SE,246,0,868
MikeGurrutia,290,0,393
RuffoNoriega,373,0,400
DenDnl,247,0,275
teezy_jayy,259,0,1961
Pao0105,173,0,289
patrikamac,34,0,223
NicolGonzalezL,19,0,131
EduardoGarzaC,316,0,308
mauracampillo,10,0,88
gringo_35,23,0,75
aLex_anTii,20,0,37
riosbsas,86,0,479
RunningClinicEs,24966,0,7821
GrupoUrbegi,48,0,68
CassanovaSol,111,0,447
artjmc,421,0,2000
_Realdemexico,62,0,256
nancgo_orti,15,0,61
fersagarrido,29,0,75
CampecheNoti,133,0,146
KarlaKp79,45,0,234
justfiremusic,794,0,2002
joakinvaldez,2729,0,98
EnLaWeb_mx,1166,0,195
DeporteCampeche,3066,0,2962
Pregonero_Soy,2882,0,2596
almiuxLD,259,0,345
Luis19431633,172,0,267
madridki,40,0,151
twingb,127,0,77
ArelyArelymas,4,0,45
soyfactorcomun,548,0,1204
pelonramos,354227,0,149
marcelavega,206,0,607
IngmarBarragnon,170,0,251
juanpavlo,628,0,868
RosydeCuellar,203,0,802
SandyValenArell,372,0,943
lesliedd,437,0,1986
KepeCuyo,12,0,10
jocelynpz,634,0,560
mariaferlps,22,0,31
vicvinas,119,0,219
valdez_isaac,66,0,189
Waldy1208,972,0,545
manezapfe,77,0,161
EverCortz,60,0,692
MirkoRuggiero,623,0,781
Nytzya,376,0,1007
Joselynconj,290,0,441
fangabyyarely,5275,0,4959
BariyHenry,427,0,700
blancas_ivan,943,0,1033
Evelynnfernanda,1383,0,448
dogiftmx,1752,0,1797
OskarSoltero,15810,0,580
MKGuevara,132,0,284
SoyJoOseconJ,665,0,357
clauuuu30,160,0,1158
RMezaPadilla_45,400,0,684
ulises2699,100,0,54
AroopyTellez2,343,0,155
Saandyy_A,4257,0,563
ValeriaUrdiales,2437,0,1022
CamiOrL,256,0,148
ArelyTellez,1263337,1,173
HechosFabmin,1476,0,1042
DuDebbie,494,0,1006
PetraTh3Dog,199,0,301
MokaToti,156,0,364
dafnalia,110,0,138
talonsfootballv,122,0,144
asalantg,203,0,953
pipebingo,39,0,247
BbStepano,192,0,1095
Deluxe1531,43,0,54
nadywynn,187,0,452
hTeBasilAprno,204,0,418
GlendaQuiroz1,175,0,134
OSDRIFSERT,363,0,591
hellenairam,68,0,182
AnaVicArteaga,784,0,1079
PublicWowksIQ,139,0,314
htinkloir,118,0,375
KFRANCIA2,1530,0,2001
dabestsitesk,163,0,1010
RebeAlonso1,283,0,116
PosthumanWizrad,239,0,523
iDane_Midtonw,11,0,252
ATPWestAC,85,0,573
lalie_burnett,286,0,286
corpusmwximus,11,0,422
maryamjxllani,13,0,463
chetsterlind,391,0,545
SvenHuber,966,0,1756
ednama_15,134,0,159
ilzziebravermna,285,0,384
dAvertiSEE,20,0,412
morales_tiifany,71,0,302
CrisLuis123,24,0,226
ChalkLifeUSs,79,0,525
lBacSocila,174,0,118
eGntleThu1g,17,0,446
Guppi5O,2,0,19
ADMANBrigohtn,9,0,724
rafagass77,198,0,297
ahp1405,79,0,186
Indie_Desigzn,89,0,530
rbightauto,179,0,525
manucossio,40189,0,1446
davidarturo1200,193,0,245
PerlaYajaira_,658,0,306
XtremeMonster,21,0,459
paubandita,114,0,189
fabiolaaGr,345,0,300
SickMadafack,460,0,222
rexrob_93,114,0,316
nancid19,91,0,441
chris_abrajan,346,0,712
kellynhaalves25,431,0,1266
EstrellaMeraz25,318,0,137
_valmiranda,132,0,93
Toachita,449,0,959
destroyerdollmx,1408,0,1376
JesusManuelLeo2,294,0,241
edrodmar,269,0,967
luispazf,897,0,1265
anasofiamontal1,103,0,250
Avenger_7_16,79,0,411
Fabrodz,753,0,1808
Aldy_Aguilera,174,0,418
LiliandelSol,289,0,384
marianamondri,10,0,40
ElElegidoAAA,14664,0,119
Swin85,269,0,242
_ISRAELMONROY,632,0,880
9Elion21,21,0,91
grissyflrs,753,1,629
Robjor71,256,0,1132
SoyJanethVillal,64,0,282
BrunoBichir,131620,1,0
MAWWW,432,0,917
Lucy_8705,864,0,2001
flakitsch,414,0,826
mariaaf,831,0,1298
specialist_hope,486,0,704
sinemtemirer,312,0,179
LupizSolares,341,0,620
nmuzzall,39,0,63
pollazabalgoita,1254,0,652
MujeresMTChis,547,0,395
BATO67,152,0,182
Lover_KpopG,8,0,53
ReginaDiObregon,658,0,485
Lei_nf,165,0,93
relavin,76,0,80
DeiraLozano,517,0,306
Danny2183,128,0,263
DraClerambault,17,0,34
lajirafadeqro,1797,0,2091
YareliSilva6,1144,0,256
fatymusapue,40,0,124
patitobennetts,21,0,59
rubysoriano,711,0,2001
SandraB_2,1035,0,440
M_apolinar,100,0,336
ALL_TWO,420,0,514
Nayeli2191,84,0,141
yolism55,8,0,120
ximena_lopez10,80,0,239
analeprosa,35,0,85
roux_io,28,0,48
siul_leirbag,20,0,368
ceci_alarcont,61,0,107
JannetAdame,21,0,650
SELIDER_CM,1072,0,116
TnkC2,73,0,273
AdCazz,19,0,144
mmmc_96,116,0,385
missing_bc,1925,0,1700
isidrola,142,0,211
MaIsabelDePaz1,14,0,66
marisabeba,7,0,46
gmoreynoso,506,0,964
elvimendoaustr,93,0,340
Ivonne_Ramiirez,1129,0,1526
rolr00,20,0,135
EvelinItzel_,4415,0,834
jaquie_883,401,0,354
1011Katt,38,0,63
mrivas22,1252,0,1157
pacomoras,49,0,156
MaYeReYnAgA,189,0,635
Marifermuozgar,150,0,593
sayuribecerra,656,0,1974
padrisss,84,0,228
0fabian00,175,0,950
Thalya_Rocha,1293,0,1664
chiofpm,67,0,156
roddrink,411,0,1128
feramont18,316,0,307
LupitaVenegas21,27,0,42
davosc6,452,0,1499
jlsarabiamx,14,0,75
angelperezmx,150,0,379
gerelias,52,0,169
Nohemi_floo,674,0,858
lucerog73,0,0,1
qinthia,133,0,71
natalia_torresm,333,0,279
AndreaMtzRio,214,0,154
GretelMeza1,28,0,104
WehnS,304,0,88
childoftheblue,12,0,44
Xabewuala,525,0,2002
valentecue,20,0,164
aaroswaldo,82,0,142
omar_murillo,477,0,793
nice_carmona,101,0,182
mazv13,163,0,201
AnaMariaVIbarra,514,0,287
elyzabeth_924,78,0,427
DaniNuncio,320,0,593
JudithSannchez,51,0,517
FridaYazmin21,14,0,67
anaines_gro,23,0,72
chinchaya,175,0,303
lorsgodoy,198,0,495
PauPascalis,450,0,253
javierlazzeri,278,0,278
SamaraBeMar,73,0,283
shawmendesvzla,112,0,68
k0atl,24,0,102
mitsy_alvarez,178,0,165
RopitaPerrona,15653,0,15627
AlbertRabel,383,0,415
aide_ipn,307,0,111
k_2417,746,0,1031
adycoco,28,0,60
bcpm58,146,0,421
hectorlastra1,331,0,192
merlinadelrock,404,0,433
koncientizando,2734,0,617
ValeeMunguiaa,1675,0,132
CABAVASH,225,0,599
Karlahr96,209,0,214
Gloamer17,52,0,111
KIKEromerobravo,516,0,668
changotimilano,556,0,1486
ANGELCMOLINA,15,0,74
franciscojbg,253,0,1358
elvadidi,143,0,427
normis_nv31,29,0,43
kmthiew,375,0,403
myrijosa2,57,0,72
geargabo,406,0,631
normap0122,47,0,157
iberri02,19,0,59
josefabanos3,79,0,253
josefabanos,233,0,526
MAOKANTO,836,0,1832
chompy94,606,0,385
kakhuatito,1993,0,699
PEPEperla,417,0,688
lupsgogo_,229,0,265
esecarlo,715,0,900
melanie_0029,25,0,131
josuedcv,624,0,414
chocosexamargo,48,0,204
jorgeesparza16,19,0,44
SoyArlyVillal,166,0,410
Aisha12895124,2056,0,2430
JorgeLopezVal,246,0,245
lawerita1986,11,0,213
FerGalindo,2600,0,705
UicabGonzalez,0,0,10
yaretsi11,229,0,561
EAM1974,258,0,442
Celeste_JO1,621,0,1812
KloOrsua,416,0,427
fconsydig,10177,0,10712
makidiaz,183,0,489
ediralvarado,363,0,1554
elsaotz,5,0,70
pagessiempre,1416,0,2001
isabelparamodea,14,0,44
GabrielaGHuerta,482,0,20
FerReMu,196,0,196
luisamariaoliv1,103,0,335
eli_cervantes,154,0,198
Allan248,40,0,33
Ordaz_Aglae,667,0,737
JMemevero81,1,0,8
shandes_,28,0,58
Deskaer,78,0,383
eriliana74,23,0,61
Dalit_Halevi,163,0,224
vladwolffus,70,0,210
chochecruz,331,0,290
Karlitaz8,637,0,842
crisclat1,1695,0,1632
mariapashmina,247,0,220
KaroStamrodz,45,0,201
Kovelcovsqui,2,0,41
JeroRiveroS,118,0,100
lulatapia,11,0,31
pardooscar,3624,0,1751
elToNeCo1,16271,0,16277
Sandy_Skywalker,59,0,141
lichosmith,13,0,101
Marioa_007,134,0,291
EriAOrtiz,28,0,97
claudiarecamier,55,0,73
AdiiLiars,2124,0,2402
cmartava,279,0,611
beatrizvillavi,33,0,70
amairanihernan,250,0,188
ElioH4X0R,387,0,855
iza_mart03,270,0,280
mipymegto,893,0,873
amorflor2013,3,0,14
cruzfran0,87,0,685
3e961604716c4e4,359,0,164
ServMonsreal,70,0,342
Yoselinca,671,0,547
_Cinthhya,192119,0,295
merichavez,355,0,465
CelinaCf96,0,0,15
Estudio_Movil,126,0,186
DivaAuriazul,1407,0,980
tere_Reika92,1036,0,534
kiike0,267,0,718
Odtsaga,497,0,1296
ale01lg,268,0,47
diana_paz_,336,0,237
CzJaqueline,491,0,779
MaRiSh_12,50,0,135
lunatik41592524,177,0,955
angela_ao,66,0,73
ixahsx,10625,0,10146
CelesteDaz2,6,0,7
DAGAR79,707,0,1937
boynextRAWR,3020,0,2003
Diana_Zure,197,0,185
filiorocks,230,0,156
mayobarsa,649,0,286
jessygaytan22,91,0,160
Vero0nicaHdz,1501,0,185
Alerure,102,0,112
guada91100481,122,0,157
IraisEquisDe,622,0,1681
AntologiadelSer,99,0,15
tepaticutli,687,0,744
jmoraleslo,9,0,38
rucofdz,164,0,428
ESMEFREM,63,0,137
Darsynya,19,0,64
MANUELPALOMERA,8,0,32
lydiasantosg,16,0,72
DianaFlores_x,224,0,899
pin8rock,984,0,1371
chuchinaal,78,0,61
monicasalazar13,151,0,423
RoxPeCa,7,0,41
SANTIAGOGARFIAS,308,0,599
ArchiGirls_,529,0,58
PetrusAngelorum,670,0,645
egcholo,191,0,834
SusanaH25009277,18,0,43
jimijohnsv,7,0,37
Maira_GM1,39,0,34
icoralreyes1,348,0,338
PsYcho0GatzZ,59,0,63
AttaqueDePuce,1912,0,1574
CiindySoto,514,0,354
Norma_Enriquez1,1431,0,680
ClubAcabateloUS,1791,0,556
ETETY5,147,0,158
YagoFan,427,0,177
garymarfias,406,0,514
jime_silvestre,187,0,285
14Luucyy,14,0,36
katherinecaro99,85,0,448
rossanagarfias,1661,0,1919
AlejandroBelA,290,0,246
BadManLeyva,37367,0,123
angeles_serafin,424,0,151
CarlosDanielEC,229,0,124
smartinezgarcia,154,0,714
_Joceelyn06,30,0,122
el_rafai24,54,0,73
licbelengarciac,1431,0,1577
MDaniiela_08,21,0,35
_snuppyttha08,729,0,1207
tommy_martin11,303,0,108
SoyCindyGlez,3122,0,1202
fernando_fleit,637,0,2012
lunadejupiter,473,0,481
carolina_dav87,662,0,2009
luisgerardogut1,6281,0,5893
ferdeleon_11,75,0,406
ernestolopezg,110,0,800
dalzs,1232,0,1051
davidperruchis,504,0,807
cesar11082501,1,0,47
CarillconC,1546,0,585
sabrinah2002,101,0,150
GissellitasTRC,207,0,138
Barcena_MC,173,0,238
Xoxo_0706,50,0,169
astridarmenta,782,0,238
MetroArqMx,35,0,84
veronascor,38,0,204
Nahisla,105,0,520
janniieruiz,194,0,121
