screenName,followersCount,verified,friendsCount
DALI80S,35,0,192
walt_alpuche,394,0,610
ireneeIMS,294,0,465
apoyoamadres,432,0,1346
Deya_73889,186,0,91
FRATELAMX,831,0,645
coccodrillos,117,0,75
AleyLeyva,198,0,736
PRCarmenMunoz,409,0,1462
barenquemf,35,0,63
tizimindb,9,0,34
AleeHra,156,0,154
e_deportivo,66793,0,288
ChristopherK848,779,0,1142
AgenciaNVM,905,0,916
ettedranreb,67,0,355
AndreaZainos,372,0,187
janyaguilar131,7,0,17
DulceUicab,949,0,1110
eiiinar38,318,0,1965
v_sagrario,11,0,10
Adi_Fdez,186,0,178
alexdelamadrid,93230,1,704
Aleskja,734,0,1901
Gladis_Mich,1709,0,2027
aleefig,351,0,322
ManuelhdzxHerna,102,0,481
RonitCoCo,120,0,189
LauAlmaraz,1663,0,1381
hibalo,673,0,575
ClaudiaBenassin,3989,0,1564
inakimanero,158647,0,2081
geluxa,8,0,35
Rosaabril2,28,0,25
pretoriano81,556,0,1984
Carolencia,149,0,273
AlexenMix,344,0,1096
elizeguieusk,1071,0,912
Nana19EGJBrv,387,0,382
DulcedeLizi,24,0,32
brensvargasn1,680,0,1508
Jeglemqz,1238,0,875
robert13mb,78346,0,69276
Miiichelliiita,54,0,65
rousecesareo1,5,0,23
bibicaro,161,0,106
hutt_alex,332,0,2000
OfirMeza,678,0,951
greenshangrila,1706,0,1939
luXSara,103,0,141
celisfelis,164,0,326
ingrmendez,62,0,214
dylanx122,58,0,103
saho_neko16,53,0,278
Gabyao22,39,0,149
Imaginarecrea,255,0,381
Teoenbici,2214,0,987
auradeberrios,184,0,326
DANIELGUDINO,669,0,1975
Farfyli,203,0,614
Marismadrigall,521,0,754
coco_lo58,5,0,31
dana_cr,176,0,248
vemoscnlcorazon,150,0,37
gusmalven,130,0,136
ovives79,94,0,166
Jessicastillo_,511,0,364
PlazaPozuelos_,313,0,92
Aqualakes,45,0,185
anen_5,165,0,93
minicomida,84,0,105
George141184,82,0,139
CDyPatrimonio,58,0,205
Misletrasporti,1024,0,1014
superjoce,165,0,89
lopez02maribel,307,0,510
MarianaPijama,74,0,35
Struf,404,0,349
retiredemon,34,0,133
oliorza,20,0,195
polloVial,731,0,26
JICHAPARRO,83,0,180
ivgalicia,1374,0,1998
JAP_EdoMex,203,0,475
expertespresso,153,0,299
monicaeorozco,161,0,333
aspecialhug,493,0,705
psic_yllescas,32,0,99
trafico889,178846,0,124
israelpadilla06,312,0,695
ClaudioBenedett,1451,0,894
marianadgc,1534,0,777
samarariios,367,0,226
FernandoE68,177,0,332
adanplant,636,0,1787
kristina55555,34,0,47
Sarahi_Garcia21,283,0,237
News_Mall_MX,956,0,461
abrazoespecial,384,0,635
ErikLopezTorres,85,0,156
AngiTrinidad,19,0,180
Fer_Ruezga,83,0,120
BaldamizErika,20,0,108
Chio_A_M,54,0,350
HannaLeon8,131,0,240
davidmuzquiz_99,119,0,98
VeroEikon,848,0,1501
fabian_mf,1929,0,2100
MilioCelori,399,0,105
glorianeaves,35,0,67
lobob2pu,16,0,52
PaoMartinezMu,203,0,195
RebecaMaltosG,246,0,233
MLopezSanMartin,31797,0,945
annanora25,77,0,93
lalisdi,70,0,571
Mfdc75,802,0,147
MAUROCP75,10,0,110
alfredohache,63,0,305
vegablancas,49,0,144
Pau_varle,629,0,768
isa_Rodriguezz,156,0,204
l_fan,525,0,358
nsiniestra,95,0,304
SoyTodoUnGalaan,348,0,728
programa_hoy,1287583,1,1216
Valucha_72,445,0,799
Karen_sc89,256,0,372
Mariel_V_Hdz,19,0,77
jovelissima,414,0,874
acaspz,376,0,321
AmericanLifeMx,34,0,82
Vaneshagood,76,0,252
erig71_gm,196,0,381
_T_A_E,158,0,373
DavidCombaz,43,0,198
carmenchus33,188,0,357
Corporativo_IT,191,0,394
anaisabel_ap,116,0,224
THPMexico,3187,0,1112
monchogallegos,48,0,248
AlcaldesMexico,47510,0,24860
LagunasMentales,7,0,45
OlgaTorres11,3,0,63
clase490,68,0,112
MalacaraJM,369,0,490
Jimsol,781,0,471
ddiandell,507,0,847
onejaraone,291,0,1097
alexgdhyver,48,0,60
monmonina,16,0,70
acervantes_,22914,0,588
mapachecochias,142,0,367
Botonete,44,0,13
grChinas,80,0,133
susto27,70,0,259
MimiGarcia26,134,0,222
jmnz111,27,0,85
idua8hramirez,21,0,236
ChristianDazSos,101,0,390
padrerodo,638,0,1243
MamyBebesaurio,226,0,226
EarthgonomicMex,108,0,79
incudeso,43,0,108
Hectorsh49H,22,0,32
oscarrene304050,390,0,1998
Idfloresr,244,0,276
Buhopedia,21712,0,19382
166Nik,28,0,4
genaro99672,1,0,25
DRDLuna,133,0,215
JazzCerecero,276,0,124
jjorce,18,0,19
AngelMaujg,38,0,341
Adriescobar371,4,0,14
HectorBlanco10,39,0,150
aleortegalegasp,100,0,211
OjosqueSienten,1130,0,395
Nanyglz92,288,0,561
XE1JEG,288,0,345
AmaConCondon,41,0,151
chilangoerick,52,0,207
RedMYH,144,0,255
trizi100,35,0,89
PODEMOS_MEXICO,8305,0,9135
Chica_Caligauri,801,0,468
luisrd,275,0,979
nayeliruiz585,28,0,54
Charos_01,11,0,30
d1egofranco,1123,0,419
GeraCanisMajori,179,0,371
MarliieaG,129,0,140
CristyMujica,215,0,468
argentinamex,1719,0,1511
tere09701,54,0,115
tmoralesenvivo,1464,0,1985
mrespinoca,171,0,374
hooliedream,104,0,749
Glusniffer,314,0,960
yorchlg,190,0,337
Carrot2925,107,0,815
MayraDuarteM,21,0,42
CrosthwaiteRA,764,0,1752
AlayoAgua,415,0,246
AleeCb,239,0,270
EndetalleJuarez,19,0,24
APAOAX,156,0,15
enriquehill,1289,0,101
PanoramaGTO,675,0,412
ROCKVAZ,1677,0,1987
josecoutt,26,0,39
jhoanna_jazz,17,0,107
sandydf73,5,0,42
Radioman1971,74,0,55
DarkaRock,3028,0,599
nek_torres,5,0,23
xulyo83,90,0,367
DGaesp,346,0,488
LlergoG,1849,0,1498
la_peque_rubi,125,0,314
Fernandaqf,143,0,149
GrullaPMAC,10,0,58
GermanCV,334,0,534
tuamigomac,939,0,2001
FabiolaMaltos,23,0,23
AlfonsoDosalMEX,1097,0,142
EstreEsquivel14,1192,0,1674
jihdt,72,0,150
MayGomezArguijo,145,0,198
MujerFundacion,10,0,68
jcmikechuy,92,0,295
crmnor,187,0,282
PandoraGuate,121,0,276
CCalienteFrio,62,0,171
frarivasCoL,1781,0,1148
GuadalupeMondr2,24,0,75
pauelimon,1191,0,1269
chiiomonreal,1310,0,996
JuanFTorresLand,552,0,348
rodo2801,1313,0,1200
l_donaji,6,0,17
risovdany,20,0,85
auroramata47,145,0,55
tigre_castro,5,0,67
RoyCampos,842736,0,609126
SegUnaFormaVida,334,0,858
SuperMexicanos,461,0,357
IsaDelV,48,0,119
Lala_ley,132,0,325
laflaklak,65,0,165
AlatorreRuth,67,0,228
payasotejocote,386,0,442
MeDicenChuuu,28,0,44
aitzuenamor,1278,0,609
AlexMonreal,728,0,596
fer_arz,100,0,226
_loreefob,283,0,247
davidmtzglez,196,0,723
DiegoOlguinA,75,0,83
sole_mayra26,50,0,317
ivan_cp,157,0,454
nothingbut_u,87,0,317
aaatun,316,0,243
ymmled,159,0,259
IgnacioVelo,258,0,330
ArmoniayArmonia,59,0,132
Nach_PM,16,0,39
AIC1979,46,0,505
Ladyhermosayuri,641,0,65
rbkchu,237,0,355
AmigoDanielAC,12,0,45
AlexCourtain,150,0,274
armando1824,318,0,411
YosidiM,240,0,286
acpoire,7,0,15
DrChavita,36,0,53
alfredofuentesx,14,0,64
QuantumDeApolo,1104,0,635
ULibres,1903,0,1803
paola_noelia,14,0,170
J_RanulfoG,23,0,88
iDana_MV,1360,0,1093
Fabs1287,56,0,82
gutierrez_lm,647,0,903
omnilifecamp,40,0,120
Casakanankuxtal,18,0,85
xhantosv,342,0,934
MixPepe,4908,0,249
esastrer,1790,0,107
guicopa_,149,0,304
sarcasmolove,46,0,338
AgenciadeNSLP,2588,0,261
makika221,203,0,231
saldoafavor,2467,0,52
RArredondoE,47,0,164
comunicacionUIA,2981,0,215
davidtellezg,377,0,280
sergioyaniz,1111,0,1854
sarabucio,162,0,208
morenajoven18,204,0,261
gladysmbaz,4038,0,4371
clauzula69,30,0,40
hectorchavarria,1005,0,646
lujimsan,324,0,634
luisa_pv10,816,0,418
Loops_mx,190,0,491
DeAmeezy,82,0,96
FerPlu,57,0,189
IvonneAlvarado,71,0,153
Fiona700,651,0,1277
annichu,333,0,33
tomasdario,170,0,163
denissegtzm,61,0,146
syl_vanita,148,0,137
mimidoroteo,9,0,80
noorsaffa,469,0,366
ginebra_pam,199,0,428
FundBcoCdeSangr,65,0,41
TuAccesoTotal,18201,0,18058
JLozanoA,224955,1,261
alexxx_1994,13,0,98
_Clasificado,353,0,608
Zhammuel,195,0,640
FlorentinaEriza,443,0,291
renycas,1158,0,904
betysalazar,44,0,223
MetropoliSLP,9671,0,6245
LopezAlcazar13,8,0,24
cynthiluu,122,0,188
WLTRDRGZ,262,0,97
HectorLamaY,592,0,231
sandriux1965,67,0,60
Lui_dz,16,0,102
amyarza,85,0,153
ro__ju,268,0,274
lorquintanilla,218,0,136
Hectorr71309870,10,0,72
caroLaifas,376,0,305
PulsoalAire,1635,0,294
smoctezumag,51,0,77
FaanyReAl,46,0,383
Bambiilau,32,0,130
grrretis,151,0,74
hektorgonzalez,376,0,250
eudoxiaalvarez,29,0,49
JudithVTorres,452,0,865
joelruiz,106,0,102
Nickolle09,329,0,395
alfaefiave,0,0,7
carolinalararam,160,0,235
sanchezdenisa,72,0,49
afalconjaime,120,0,193
kokoro75,41,0,165
Alberto_Bello,475,0,764
CrisMar7inez,1783,0,34
AlexaBerlanga,286,0,233
EseMiPuma,1479,0,679
sofivlo,189,0,875
OSCARDO10,36,0,311
mafeersmc,108,0,227
jemnyFrancheska,287,0,551
9Lorevaldez,156,0,316
michimiau_omar,45,0,167
mendozaperla011,16,0,67
Luisacarrandi,2192,0,254
maropineda,34,0,92
Liliana94757435,10,0,69
BriseidaFour,238,0,337
yadirapedrero,790,0,838
aurora44010149,14,0,84
Lagloriadelsol,17,0,71
pmercere,31,0,57
erickmalfon,60,0,338
EdgarJimnez2,526,0,1328
rubenerikjh,857,0,1382
CRITGuanajuato,1222,0,1024
Gableal,64,0,117
paulinacdlp,348,0,275
liamdoula,316,0,1203
vedre72,11,0,55
ignakimancilla,116,0,179
25DiaNaranjaAc,372,0,1635
guadatwiter,183,0,554
layunftnxall,1566,0,1994
hezfi_ba,193,0,1200
1708_dulce,110,0,122
Yaroslava13,48,0,79
Irma75,163,0,256
Aleboma24,92,0,174
lalongaz,757,0,2002
andrea_rva,262,0,326
Djmini_on,239,0,317
salnikovmodels,28,0,127
SoloOpiniones,1114,0,143
mpiafanti,210,0,281
jaz1241456,10,0,47
RisaterapiaMX,22144,0,18254
Juaniuxcr,5,0,7
solarnedo,130,0,106
henery58mx,217,0,809
noemauz,222,0,513
grismmonzon,292,0,145
serlevgre,172,0,210
ginamph,29,0,201
marmm1657,426,0,174
rosscarpio26,22,0,79
hanszac1,127,0,188
IsaDiazP,138,0,269
DERMAINFANTIL,1272,0,149
el_gazoo,396,0,406
PichoFCO,387,0,250
Maluz2509,196,0,463
jordanmyrcell,134,0,106
valdes_valdesa,93,0,308
acanaless,308,0,265
fercamachonieto,600,0,485
regina_boue,278,0,198
RennyCA,259,0,398
adrianamarvelly,2270,0,1893
evapinczinger,114,0,137
IPsicologa_,16335,0,15467
lcan_mayor,24,0,32
carlos_regina,134,0,316
OlyFrey,313,0,616
anasofm,274,0,244
chikuela15,38,0,163
yasrbd1052,20,0,108
AdolfoDonnadieu,250,0,949
mcastillo5,62,0,381
ernestoyunez,795,0,855
toxtli73,351,0,582
norbertoal,26,0,105
DICSLP,65,0,67
klarazori,528,0,34
sphandcenter,1010,0,1755
rilovereik,1042,0,1039
inesgarza,189,0,197
marianaruenes,6970,0,2259
lizojeda2182,48,0,92
mariomolimari,84,0,462
VisitKidZania,142,0,39
Mayogesa,12,0,60
dii_favela,188,0,215
jaim3cabanas,127,0,361
Gabriel_fercho,351,0,1019
albarbdvondy,293,0,357
Lcpprimo,259,0,252
brasilia_cp,446,0,637
claodes,44,0,107
ChayeishonRox,167,0,114
AlejandroP1976,255,0,1991
diangrande,283,0,1716
imalifesizebarb,661,0,1491
__Aila__,77,0,133
Simply_xx_Me,766,0,780
capten_alex,96,0,19
Kraeun,308,0,738
anacristina_cs,64,0,122
NBA_MVP14,3676,0,3763
ingbiogro,19,0,155
Alan_Kaizen,75,0,42
marianaquiroga,550,0,887
MedicenWen,230,0,289
Mariela_Sangal,68,0,190
YTInsaneshots,687,0,1480
Feribu,121,0,162
FabiloaMoralesS,12,0,31
Perez13Lulu,1315,0,1018
ladylz954,3821,0,3814
alelipanda,222,0,569
madelag,141,0,305
TheAndrewBlue,230,0,1483
lilineko1,141,0,639
WMTexas,38,0,366
AnahiCrewRumba,638,0,1756
WMAnahiem,47,0,448
Rafa_Direction5,300,0,296
Callum_Butters,238,0,594
RT_FB_machine,440,0,1999
Charofem,68,0,98
C_Z_C,208,0,523
SergioGChavez,2,0,7
villelupita,175,0,462
RjRomero0619,294,0,1359
LuigiAlonso,129,0,254
Clau6ia,674,0,1194
dave_lefer,380,0,724
Chayote19,122,0,492
LILISSSAN,4,0,9
chandrademaria2,27,0,49
camilakana,97,0,63
08f4107e378c41e,53,0,172
LaCuauh,4383,0,2892
marypuy,628,0,1116
bleufraises,222,0,254
AleKenia1,82,0,231
defcon_11,104,0,645
melissagr_,296,0,276
nallely_glez87,82,0,204
QuinoIslas,67,0,269
lulu_munoz,20,0,113
jlpv2,191,0,482
huesoxs,308,0,227
GenosMedica,413,0,433
AlexisFloresZ,213,0,478
alwaysreik,481,0,456
eldacke,385,0,421
HcpSuad,245,0,596
JorgeFZamudio,18,0,93
CiudadanoVdeB,144,0,190
octaviohvera,12,0,81
bigotin07_ana,42,0,93
ODT_M,385,0,493
Natasha_Olinka,173,0,319
reinadeuxmal10,318,0,395
dra_mayorquin,143,0,104
TheCheko1998,23,0,101
Cein_Melqui,197,0,199
maenriquez4,11,0,20
RAULSANCAR,210,0,40
Bio_ritmo,304,0,891
carmen_psic,68,0,177
almagzzsuarez,77,0,196
MarcoBernalGlez,123,0,239
rquijano07,20,0,56
miguel_rdz81,6,0,33
DianaMgley,284,0,232
annatazzer,1122,0,300
AndsHC,318,0,391
NATHA631,1966,0,1058
larumbegabs,108,0,203
CarlosCdelV,47,0,117
amy_para,63,0,407
EstebanV_T,11,0,13
teme721,41,0,145
nally_am,233,0,180
strokesfer,1440,0,1926
Martha68Torres,57,0,264
jimebarcenas,49,0,132
MichelleAnnete,6,0,27
OmarGuedea,123,0,146
mvidamejor,57,0,106
English_UV,26,0,41
GeovanaPortill1,214,0,1039
meeeeeeeeeli_,800,0,315
Anellll4,93,0,311
dpartidaarteaga,4,0,27
teretzavna,99,0,93
anachica_20,2,0,12
SirPepin0,129,0,730
Lulilu_Leal,150,0,261
JulieMOrLo,177,0,671
luisleyra,966,0,836
Jayjay37173506,462,0,741
_kandym_,224,0,156
ElTuiterDeLalo,461,0,708
jekass5,1458,0,1984
MirtePostema,593,0,432
LuzMaBayardo,309,0,327
lalorodri,248,0,491
JakieGt,99,0,138
FennyMF,175,0,203
vickdlb,6,0,22
hernan_dana,2,0,11
sfa_lmb,21,0,30
GioNotario,5,0,6
Clapssy,64,0,97
unpeudxamour,196,0,272
carou_hdz,251,0,138
bubusin0707,4,0,25
ka1390,346,0,512
gabyhddz,375,0,333
scereza,5,0,39
SansoresMelissa,40,0,200
dianaardz_,713,0,853
toniomonroy,729,0,870
YaValio1,192,0,535
abyy_caano,113,0,88
Almost_P_rfect,185,0,594
RogelioNef_,93,0,218
DANIELAMORA33,158,0,195
PPTONOAGUILERA,338,0,763
ReinertFernanda,497,0,761
maanacatalina,462,0,483
astroemi,235,0,180
PaulinnaLizeth,381,0,341
MinaGarciaP,52,0,165
fabiolauribep,238,0,345
adrilainz,287,0,533
isawrites,156,0,185
LaEsenciaDeSanz,7054,0,174
Robyrojas,152,0,293
andrealazarop,710,0,796
lagunes28,2429,0,1401
NadineMotta22,113,0,482
AnnyLMendez,23,0,68
VivianaGP,366,0,593
Armando_Dguez,976,0,1204
SRomanG27,160,0,191
YaquitoriAlvin,93,0,94
TuAmigoSpoderma,60,0,79
rox_pnlope,173,0,287
PanchisVilla,204,0,283
Mrn_O,213,0,295
Lourdes25Ramos,53,0,97
jimeyul,118,0,217
ivarazo,957,0,1896
eunilix,224,0,269
CoffeeChild01,402,0,353
CaltencoH,135,0,263
AzucennVall,406,0,419
AristeguiCalien,81,0,14
aid_ska,1005,0,1525
ACarmensa,250,0,282
_red111,390,0,378
RocioML01,4,0,20
xochmiy,695,0,920
Woman12Pink,384,0,287
RobertaHuerta3,44,0,93
xim_mtors,540,0,863
Tovar36Juan,49,0,93
Yoagustino,190,0,315
Telegram_Mx,98,0,36
RojosAngeles,15,0,16
soy_eladoptado,182,0,252
Spencymx,222,0,490
MXRosameEsta,1,0,14
PipeCalderas,40,0,88
Prettysashenka,227,0,299
pex_xim,167,0,332
PLACERSEX,325,0,278
OmarGordoMx,4,0,22
mech_jel,149,0,350
OieEladio,12,0,56
oli_lavoe,491,0,748
pepehernandezmx,202,0,207
loveinonfamily,493,0,383
LouiseTroll,28,0,54
leoislass,1071,0,1933
mauri_zzio,112,0,46
LegionariosMx,1,0,18
LarrySaofan12,11,0,23
karol_vol,106,0,158
karlina_ku,515,0,738
laluris1,222,0,272
JZerdea,46,0,97
JebusBuscaLaLuz,16,0,45
JUMEXX1,463,0,349
H_Dnt,168,0,343
Gata_MX,31,0,22
HistoriaMaciel,19,0,14
frasesdefrida,297,0,637
froymirs,170,0,291
es_negro,489,0,487
Dlc_Vno,282,0,286
Bimbo_MMS,5,0,18
Bet_Pereira,195,0,278
BandaMSSinaloa,13,0,17
analizfermx,235,0,443
2014Metal,11,0,22
Ana_Capicuaa,187,0,244
RosameestaMx,19,0,17
KaSingChones,57,0,104
TODOSINFIELES,308,0,266
MelissMartt,466,0,510
LourdesHernnde8,120,0,89
Pachi_GL,8,0,17
LuceroRossV,405,0,371
lheon_vill,130,0,340
JorgeCarlosCano,89,0,93
LaJarochaMx,7,0,14
FLORVest,460,0,391
EliaNeumann,14,0,41
ElektraMx_07,4,0,17
El_Golpeador,1,0,16
DianaMendd,103,0,102
CuidandoMexico,9,0,16
AdalLimones,44,0,97
chama_lopez,3446,0,3333
JosePabloZonik,40,0,74
LaSantaVirgen,16,0,57
mar_marili,211,0,333
MacielPerverso,2,0,21
LuisaHe45352535,140,0,111
KiepzonMoon,266,0,255
juangarcia19821,47,0,90
GolfadeMX,60,0,14
EstherAlcudia,185,0,345
babyta_bar,246,0,131
AlbertoFts,452,0,570
TonyGoriknak,557,0,784
Fer_DCruz,187,0,237
valerialemini,973,0,397
El_Enigma,162154,0,25305
68golfolove,17,0,34
TeresaGarciaP,243,0,156
JitsuoMX,178,0,687
giselalopezurqu,27,0,326
rojoabogado,508,0,1132
37Unzueta,38,0,185
misslagunera,1882,0,605
mama_digital,4550,0,3360
nor_miiis,47,0,313
reginamaguirre,556,0,265
davesgarcia,109,0,291
karencervantez,412,0,193
ArafnaGalleryGL,350,0,1241
gmaestreruloja,43,0,56
marilubm63,533,0,928
Clauss_H,148,0,326
ttorija,33,0,82
mariannefld,139,0,152
paulina_leal,273,0,387
edby7,385,0,619
MarimoMillan,16,0,117
FUNDA_CHAVOYA,1899,0,1921
santiagoooll,144,0,245
MINDYRISNAIS,579,0,735
AlthoRaices,1,0,4
pollogg,226,0,572
Rayoazul_,435,0,529
StrokAlan,235,0,223
Gato_Gamer84,4,0,44
FabbySilos,213,0,201
889romo,30923,0,764
Edwin36324215,513,0,1470
RicardoCRGames,191,0,528
Marco_Amaya,175,0,337
Its_a_Bell_,1305,0,657
Rayman99,1038,0,629
ajaramilloc,158,0,359
JCBadillo12,320,0,1002
GamerMatiasESYT,31,0,210
snarlydaddyhoe,49,0,377
susunaizankiut,115,0,140
AngeliCarrilloL,77,0,88
geraguirreGTO,289,0,486
tamara_yaparate,647968,0,274
gparra88,342,0,284
cceoficialmx,6104,0,3847
TheNaughtyKind,89,0,1243
regalonsoaviles,101,0,155
alexisc7,300,0,307
MARIANA0398,125,0,362
marianamh23,125,0,287
johnbud10,12,0,87
davatoti,78,0,94
YooMomHouse,1613,0,670
ContingentePue,2012,0,739
paobsantin,39,0,191
coquizdls,7,0,27
tincri,434,0,1797
ArmandoSteelers,1251,0,1999
lourmacorra,120,0,102
PavisVillalobos,41,0,54
JackieAbed,151,0,316
AshDraven17,386,0,1301
OhanaUANL,754,0,477
VaquitaV5,38,0,28
Jeffckley,713,0,1104
chiokrino,263,0,367
Politiconsultor,2891,0,2483
ch3d64r,466,0,2001
Vanne_Araiza,149,0,104
mamesa75,335,0,278
GinnyTempo,37,0,244
catsonella,560,0,118
gabbymesta,1456,0,1777
angel_6607,75,0,201
florianpaugam,5,0,35
Vicko_DelaO,683,0,450
Sarah_Quintana,1203,0,691
fabiicf,273,0,540
AerialLemon,1184,0,663
FrenteaPobreza,1568,0,259
Gabita_Palacios,292,0,556
ArioGuerrero,87,0,232
danysamperio,198,0,136
LeetsAguilar,219,0,379
gironmorales,3,0,20
AyA_FC_MdPArg,2204,0,2013
amayasoberon,102,0,138
bettysoyyo,496,0,955
daniela_checa,227,0,187
tiink_14,86,0,155
EstefaniaForero,354,0,366
CPRRUBEN,90,0,566
OyeChoco,6807,0,7210
SabinoGarciaG,391,0,1254
ecasillasf,73,0,149
ely_san_per,270,0,325
MyLifeIsVIsfel,4664,0,3686
JosnngelGonzlez,395,0,1068
laii_ts,219,0,378
AnaGarza84,19,0,159
andrey_angie,89,0,58
AztlaniAr,209,0,490
AHB_adrian,4651,0,226
ArreguinPerla,65,0,62
concharuizrf,211,0,761
marjesma,179,0,376
jrrymondraz,33,0,108
Yaraph,283,0,389
MARYHUDGENS20,521,0,242
somebodytolovey,139,0,202
RombergHerrera,24,0,70
JoseLop11628384,294,0,436
javiervp90,15,0,167
amcper,1457,0,11
dbravo02,22,0,73
Hgborja,109,0,300
negrasentranas,420,0,586
puma184,421,0,1092
akaVRTX,34,0,264
marcealguerra,443,0,729
reika_anahi,60,0,54
oscarequivelre,15,0,43
mariel_kiss_,386,0,1437
Carmitabellizia,214,0,606
patybutron,35,0,6
Tkila_varela,58,0,259
pihume,5,0,17
clownose,111,0,179
Cassandraperea,23,0,22
Kim_Maricarmen,472,0,1572
duenasluis,830,0,711
emilymedina2611,55,0,133
bettyboopra831,59,0,147
mtyfollow,45241,0,930
amoshi77,14,0,36
chutt4,26,0,75
fcedillo1,164,0,282
VidaDeUnINGE,13498,0,4870
taciturna04,2,0,7
grisolarte,5,0,180
melania_aznar,359,0,388
saluddirecta,125,0,228
XDKenneth22,2911,0,1620
MRomero_J,164,0,297
ada_lso,1274,0,1884
anapaubn,427,0,630
CarpioCarpiom,6,0,50
gustavo78781018,16,0,187
raulvcruz,1090,0,1680
gorchvela,255,0,1429
uriel_sainos,607,0,544
andrescomadre,884,0,809
andres_hdez,2321,0,780
SandraMata1424,58,0,162
sweetIdea123,7,0,74
CafecitoCentro,8,0,10
eruecie,95,0,243
christianr33,49,0,282
SamTeuscher,37,0,54
aremYFM,511,0,453
jmc_cesar,12,0,196
noeliagonzaga,549,0,1145
VialidadXalapa,32791,0,307
nayeridesu,83,0,248
eleazarzam,439,0,1668
cisela05,6,0,34
aleydagatell,2519,0,603
AoiYume7,136,0,181
taz12287,10,0,120
luzimarcosta01,8,0,81
FaceFromPicos,449,0,1580
renefloresrios,386,0,1794
MaluEnAmor,4940,0,5198
kayleean3,55,0,317
Estreellithaa,171,0,347
krol_bec,82,0,326
pekitas77,147,0,214
MikaelSoto,89,0,95
MarceDavilaa,60,0,61
ximenasintuiter,178,0,168
AracelyFanClub,1164,0,1088
Fa_Ga_Di,1409,0,1995
9eddd38d28ea443,470,0,2006
_ReikMiVida,598,0,305
MiluVelazquez,1267,0,1504
irenefuvi,84,0,201
PacoCanastas,10,0,57
voces_porelagua,14,0,53
gerardo_galindo,156,0,116
chica0709,45,0,153
emamieva67,10,0,80
Paatt05,27,0,198
elpescador65102,33,0,376
alonesantanagar,2045,0,115
Dans_rojas,334,0,317
CrisCaldelas,19,0,145
VickGabo,227,0,254
_jiluna,787,0,866
titosogonzalez,2,0,29
alix_canela,57,0,176
MariaElenaBT,40645,0,595
_edgarhg,8,0,119
ezattara,22,0,14
leomorales12,21,0,129
isairayado,220,0,734
fnegreter73,5,0,83
ximenafraga_,613,0,48
mariquirricuqui,83,0,500
risanztv,23,0,78
danielagzzgza,87,0,57
iranka17,22,0,67
robert_zaldivar,55,0,89
DianaDelAma,561,0,1179
canfield_tom,9,0,24
dansavil,103,0,89
MiltherArgaez,45,0,110
AngelMtzGpe13,401,0,961
alpernaj,76,0,47
andrea_rdz6,16,0,94
lamas_deseada05,751,0,182
aidasifuentez,643,0,545
samy_rewinder,431,0,664
MISHELLECONS,60,0,103
Huepe,227,0,263
examonterrey,67397,0,504
EternamenteYo_,82,0,93
GabyTaRu,158,0,213
ESeropian,143,0,387
davidgp81,26,0,12
carrascom_e,16,0,50
OhanaCCU,89,0,89
PedroEstreIIa,47,0,86
LorenaOrdaz,1844,0,1997
pattochoa6,18,0,202
Zapatashka,293,0,337
GonzalezzAriana,479,0,487
CamiloZaar,9,0,61
AnaaAlanis,136,0,180
adrianmarcelog,117,0,345
Madriannita,266,0,953
dnxcp,171,0,322
florana0,96,0,332
Jazminmatic,173,0,349
Dbcdmsnbsn,194,0,183
gtacharlie,801,0,686
pepemx,29,0,175
AlexMVelasco,437,0,757
MaR_Zepeda20,437,0,2002
_Saaandia,820,0,783
sabrinasaules,597,0,372
Leila_Reik7,119,0,190
Fans_Cuburu,534,0,54
maramburog,300,0,907
aaron_mauri,247,0,74
ZavalaGin,163,0,115
maribelpia4,52,0,48
59_seyer,3,0,97
xanadelpozzo,594,0,643
paudrake,651,0,618
iSoyJony,10055,0,943
AlfredoGZ_,44,0,183
IdeaNaranja,737,0,1429
IIGuadalupano,131,0,1041
katicisnerosper,237,0,411
ileana_azua,33,0,49
Eli90Bareiro,117,0,124
HeidyOC,352,0,577
mercylv79,220,0,685
waltermolinasm,85,0,265
versosanatomy,6,0,6
adriano_dreamer,936,0,960
marianaloes,814,0,1993
RocioAlvarezE,113,0,317
TercerSectoralD,93,0,182
fernandez_lidya,21,0,21
FumeniAC,517,0,1808
LeoAlline,57,0,173
paco_margalli,11,0,19
Chikitrikisss,131,0,281
stone_mx,44,0,251
ElenaCepeda_,4531,0,697
Fanny93Garay,14,0,35
emita05,446,0,959
Mayela_Garcia,875,0,1600
kaareng25,111,0,228
gglgabriela,79,0,208
hegamoel,39,0,67
Camachinialex,48,0,265
AnaBrachoLeza,250,0,216
htorres59,17,0,76
EstrOchoa,84,0,63
lulaporras,24,0,47
jandritasamano,289,0,288
Pattyrmzp,601,0,1950
mirandaiker24,27,0,171
karenrubiell,67,0,416
marco_poolo_,283,0,933
LUZELVIRATHOMAS,294,0,419
pepemax20021,17,0,185
YisusCrownFans,1235,0,1707
RadioMexicaliBR,143,0,107
LuFeAnGo,25,0,32
AcevedoElaoms09,6,0,6
cynvillegasco,127,0,398
levysefardi,15,0,128
yulyalfaro,21,0,77
DelAlbaMx,79,0,75
viinlu,420,0,360
ZURY0904,16,0,86
ArelyMxdero,489,0,458
MaRianaGlezC,4150,0,3019
gerpav2010,5,0,48
Chui_adictas_PY,50,0,57
mig_delavega,1146,0,1351
sof_mt,14,0,30
